,Tweet,Extracted Date/Time,Date/Time,MRT_Line,Status,From_Stn,To_Stn,Duration,New_Fr_Stn,New_To_Stn
386,[NSL] UPDATE: No train svc btwn #AngMoKio & #MarinaSouthPier. Pls seek alternative transport or continue your journey via other MRT lines.,4:16 AM - 7 Oct 2017,2017-10-07 04:16:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
387,[NSL] UPDATE: Free regular bus & bridging bus svcs btwn #AngMoKio and #MarinaSouthPier. We are sorry and are working to recover service.,3:48 AM - 7 Oct 2017,2017-10-07 03:48:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
388,[NSL] UPDATE: No train svc btwn #AngMoKio and #MarinaSouthPier. Pls seek alternative transport. Bus guides here: http://bit.ly/2rMan0V ,3:25 AM - 7 Oct 2017,2017-10-07 03:25:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
389,[NSL] UPDATE: Free regular bus & free bridging bus svcs btwn #AngMoKio and #MarinaSouthPier.,3:06 AM - 7 Oct 2017,2017-10-07 03:06:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
390,[NSL] UPDATE: No train svc btwn #AngMoKio and #MarinaSouthPier. Pls consider alternative transport.,3:05 AM - 7 Oct 2017,2017-10-07 03:05:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
391,[NSL] UPDATE: Free regular bus & free bridging bus svcs btwn #AngMoKio and #ToaPayoh.,2:46 AM - 7 Oct 2017,2017-10-07 02:46:00,NSL,update,AngMoKio,ToaPayoh,0,None,None
392,[NSL] UPDATE: No train svc btwn #AngMoKio and #ToaPayoh due to a track fault at #Bishan.,2:45 AM - 7 Oct 2017,2017-10-07 02:45:00,NSL,update,AngMoKio,ToaPayoh,0,None,None
393,"[NSL] Due to a track fault, there is no train svc from #Bishan to #ToaPayoh towards #MarinaSouthPier. (Not linked to new signalling project)",2:36 AM - 7 Oct 2017,2017-10-07 02:36:00,NSL,update,Bishan,ToaPayoh,0,None,None
394,[NSL] CLEARED: Train svcs btwn #ChoaChuKang  and #JurongEast have resumed.,3:24 AM - 4 Oct 2017,2017-10-04 03:24:00,NSL,cleared,,,23.0,ChoaChuKang,JurongEast
395,"[NSL]: Due to an earlier train fault on the new signalling system, pls add 10 mins train travel time btwn #ChoaChuKang and #JurongEast.",3:12 AM - 4 Oct 2017,2017-10-04 03:12:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
396,"[NSL]: Due to a train fault on the new signalling system, pls add 20mins train travel time btwn #ChoaChuKang and #JurongEast.",3:01 AM - 4 Oct 2017,2017-10-04 03:01:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
397,[NSL] CLEARED: Train svcs btwn #MarinaSouthPier and #ToaPayoh have resumed. Free regular bus svcs have ended.,7:09 AM - 15 Sep 2017,2017-09-15 07:09:00,NSL,cleared,,,26.0,MarinaSouthPier,ToaPayoh
398,[NSL] UPDATE: Free regular bus svcs btwn #MarinaSouthPier and #ToaPayoh is still available.,6:43 AM - 15 Sep 2017,2017-09-15 06:43:00,NSL,update,MarinaSouthPier,ToaPayoh,0,None,None
399,[NSL]UPDATE: Fault Cleared.Train services are progressively being restored.,6:43 AM - 15 Sep 2017,2017-09-15 06:43:00,NSL,cleared,,,37.0,MarinaSouthPier,ToaPayoh
400,[NSL] UPDATE: Free regular bus svcs btwn #MarinaSouthPier and #ToaPayoh.,6:08 AM - 15 Sep 2017,2017-09-15 06:08:00,NSL,update,MarinaSouthPier,ToaPayoh,0,None,None
401,"[NSL]: Due to a signalling fault on the new signalling system, pls add 20mins train travel time btwn #MarinaSouthPier and #ToaPayoh.",6:06 AM - 15 Sep 2017,2017-09-15 06:06:00,NSL,update,MarinaSouthPier,ToaPayoh,0,None,None
402,[NSL] CLEARED: Free regular bus svcs have ended.,4:29 AM - 31 Aug 2017,2017-08-31 04:29:00,NSL,cleared,,,0.0,,
403,[NSL] CLEARED: Train services from #JurongEast to #Yishun have resumed. Free regular bus svcs is still available.,3:55 AM - 31 Aug 2017,2017-08-31 03:55:00,NSL,cleared,,,11615.0,YewTee,JurongEast
404,[NSL] UPDATE: Pls add 15mins train travel time from #JurongEast to #Yishun. We are working to recover svc.,3:40 AM - 31 Aug 2017,2017-08-31 03:40:00,NSL,update,JurongEast,Yishun,0,None,None
405,[NSL] UPDATE: Free regular bus service is available from #Woodlands to #Yishun.,3:26 AM - 31 Aug 2017,2017-08-31 03:26:00,NSL,update,Woodlands,Yishun,0,None,None
406,"[NSL]: Due to a train fault, pls add 25mins train travel time from #JurongEast to #Yishun. (Not linked to new signalling project).",3:19 AM - 31 Aug 2017,2017-08-31 03:19:00,NSL,update,JurongEast,Yishun,0,None,None
407,[NSL] UPDATE: Pls expect slightly longer train travel time between #YewTee and #JurongEast on the NSL this evening.,2:20 AM - 23 Aug 2017,2017-08-23 02:20:00,NSL,update,YewTee,JurongEast,0,None,None
408,[NSL] CLEARED: Train svc from #Yewtee to #JurongEast is running normally now.,5:53 PM - 22 Aug 2017,2017-08-22 17:53:00,NSL,cleared,,,81.0,YewTee,JurongEast
409,"[NSL]UPDATE: Due to a track fault, pls add 10mins train travel time from #YewTee to #JurongEast. (Not linked to new signalling project).",5:13 PM - 22 Aug 2017,2017-08-22 17:13:00,NSL,update,YewTee,JurongEast,0,None,None
410,"[NSL]: Due to a track fault, pls add 15mins train travel time from #YewTee to #JurongEast. (Not linked to new signalling project).",4:32 PM - 22 Aug 2017,2017-08-22 16:32:00,NSL,update,YewTee,JurongEast,0,None,None
411,[NSL] CLEARED: Train svcs btwn #MarinaSouthPier and #Sembawang have resumed. Free regular bus & free bridging bus svcs have ended.,6:22 PM - 17 Aug 2017,2017-08-17 18:22:00,NSL,cleared,,,173.0,sembawang,Marina
412,[NSL]UPDATE:Pls add 15mins train travel time btwn #MarinaSouthPier and #Sembawang.Free regular bus & free bridging bus svcs are still avail.,6:07 PM - 17 Aug 2017,2017-08-17 18:07:00,NSL,update,MarinaSouthPier,Sembawang,0,None,None
413,[NSL] UPDATE: Trains services are progressively being restored. Pls add 30mins train travel time btwn #MarinaSouthPier and #Sembawang.,5:22 PM - 17 Aug 2017,2017-08-17 17:22:00,NSL,update,MarinaSouthPier,Sembawang,0,None,None
414,[NSL] UPDATE: Free regular bus service between #ChoaChuKang and #JurongEast.,4:35 PM - 17 Aug 2017,2017-08-17 16:35:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
415,"[NSL]UPDATE:Pls add 45mins train travel time between #MarinaSouthPier & #Sembawang,due to a signalling system fault.Train svc is available.",3:32 PM - 17 Aug 2017,2017-08-17 15:32:00,NSL,update,MarinaSouthPier,Sembawang,0,None,None
416,[NSL] UPDATE: Free regular bus & free bridging bus services from #MarinaSouthPier towards #sembawang both bounds.,3:30 PM - 17 Aug 2017,2017-08-17 15:30:00,NSL,update,MarinaSouthPier,sembawang,0,None,None
417,"[NSL]: Due to a New Signalling System fault near Ang Mo Kio, pls add 30mins travel time btwn #sembawang & #Marina South Pier.",3:29 PM - 17 Aug 2017,2017-08-17 15:29:00,NSL,update,sembawang,Marina,0,None,None
418,[NSL]CLEARED: Train services btwn #MarinaSouthPier and #Yishun have resumed. Free regular bus and free bridging bus services have ended.,5:18 AM - 17 Aug 2017,2017-08-17 05:18:00,NSL,cleared,,,120.0,Yishun,Marina
419,"[NSL]UPDATE:Pls add 15mins train travel time between #MarinaSouthPier & #Yishun,due to a new signalling system fault.Train svc is available.",4:57 AM - 17 Aug 2017,2017-08-17 04:57:00,NSL,update,MarinaSouthPier,Yishun,0,None,None
420,[NSL] UPDATE: Free regular bus & free bridging bus services from #MarinaSouthPier towards #AngMoKio both bounds.,4:28 AM - 17 Aug 2017,2017-08-17 04:28:00,NSL,update,MarinaSouthPier,AngMoKio,0,None,None
421,"[NSL]UPDATE:Pls add 40mins train travel time between #MarinaSouthPier & #Yishun,due to a new signalling system fault.Train svc is available.",4:00 AM - 17 Aug 2017,2017-08-17 04:00:00,NSL,update,MarinaSouthPier,Yishun,0,None,None
422,"[NSL]UPDATE:Pls add 25mins travel time between #MarinaSouthPier & #Yishun,due to a signalling system fault.Train svc is available.",3:43 AM - 17 Aug 2017,2017-08-17 03:43:00,NSL,update,MarinaSouthPier,Yishun,0,None,None
423,[NSL] UPDATE: Free regular bus services are available between #AngMoKio & #MarinaSouthPier.,3:29 AM - 17 Aug 2017,2017-08-17 03:29:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
424,"[NSL]: Due to a New Signalling System fault near Ang Mo Kio, pls add 20mins travel time btwn #Yishun & #Marina South Pier.",3:18 AM - 17 Aug 2017,2017-08-17 03:18:00,NSL,update,Yishun,Marina,0,None,None
425,[NSL] CLEARED: Train service and bridging bus services have ended. Our engineers will continue to work and rectify the fault.,10:20 AM - 12 Jul 2017,2017-07-12 10:20:00,NSL,cleared,,,78.0,JurongEast,Kranji
426,[NSL] UPDATE: No train service between #JurongEast & #ChoaChuKang due to a power fault. Free bus bridging services are available.,9:30 AM - 12 Jul 2017,2017-07-12 09:30:00,NSL,update,JurongEast,ChoaChuKang,0,None,None
427,"[NSL] UPDATE: Free regular bus services are available between #JurongEast & #Woodlands, #tuaslink & #Queenstown.",9:06 AM - 12 Jul 2017,2017-07-12 09:06:00,NSL,update,JurongEast,Woodlands,0,None,None
428,"[NSL] No train service between #JurongEast & #Kranji, #Queenstown & #tuaslink due to a power fault. Est resumption time: 00:30am.",9:02 AM - 12 Jul 2017,2017-07-12 09:02:00,NSL,update,JurongEast,Kranji,0,None,None
429,[NSL] CLEARED: Train services between #Woodlands & #JurongEast have resumed. We have stopped the free regular bus services.,6:13 PM - 6 Jul 2017,2017-07-06 18:13:00,NSL,cleared,,,42.0,Woodlands,JurongEast
430,[NSL] UPDATE: Pls cater 10mins additional travel time between #Woodlands & #JurongEast. We are working to recover service.,5:56 PM - 6 Jul 2017,2017-07-06 17:56:00,NSL,update,Woodlands,JurongEast,0,None,None
431,[NSL] UPDATE: Free regular bus services are available between #ChoaChuKang & #JurongEast.,5:34 PM - 6 Jul 2017,2017-07-06 17:34:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
432,"[NSL]: Due to a train fault, pls add 30mins additional travel time between #Woodlands & #JurongEast. Train service is available.",5:31 PM - 6 Jul 2017,2017-07-06 17:31:00,NSL,update,Woodlands,JurongEast,0,None,None
433,"[NSL]CLEARED: Track point fault cleared, train service from #Woodlands to #AngMoKio is running normally.",5:48 PM - 29 Jun 2017,2017-06-29 17:48:00,NSL,cleared,,,136.00000000000003,Woodlands,AngMoKio
434,"[NSL]UPDATE:Pls add 10mins travel time from #Woodlands to #AngMoKio, due to a track point fault at #AngMoKio. Train svc is still available.",5:30 PM - 29 Jun 2017,2017-06-29 17:30:00,NSL,update,Woodlands,AngMoKio,0,None,None
435,"[NSL]UPDATE: Pls add 10mins travel time from #Woodlands to #AngMoKio,due to a track point fault at #AngMoKio. Train svc is still available.",5:13 PM - 29 Jun 2017,2017-06-29 17:13:00,NSL,update,Woodlands,AngMoKio,0,None,None
436,"[NSL]UPDATE: Pls add 10mins travel time from #Woodlands to #AngMoKio, due to a track point fault at #AngMoKio. Train svc is still available.",4:57 PM - 29 Jun 2017,2017-06-29 16:57:00,NSL,update,Woodlands,AngMoKio,0,None,None
437,"[NSL]UPDATE: Pls add 15mins travel time from #Woodlands to #AngMoKio, due to a track point fault at #AngMoKio. Train svc is still available.",4:42 PM - 29 Jun 2017,2017-06-29 16:42:00,NSL,update,Woodlands,AngMoKio,0,None,None
438,"[NSL]UPDATE: Pls add 15 mins travel time from #Woodlands to #AngMoKio,due to a track point fault at #AngMoKio. Train svc is still available.",4:22 PM - 29 Jun 2017,2017-06-29 16:22:00,NSL,update,Woodlands,AngMoKio,0,None,None
439,"[NSL]UPDATE: Pls add 15mins travel time from #Woodlands to #AngMoKio,due to a track point fault at #AngMoKio. Train svc is still available.",4:00 PM - 29 Jun 2017,2017-06-29 16:00:00,NSL,update,Woodlands,AngMoKio,0,None,None
440,"[NSL]: Due to a track point fault, pls add 10mins travel time from #Woodlands to #AngMoKio. Train service is still available.",3:32 PM - 29 Jun 2017,2017-06-29 15:32:00,NSL,update,Woodlands,AngMoKio,0,None,None
441,[NSL] UPDATE: Train services on the #NSL have resumed. Free bus services have ceased.,4:33 AM - 28 Jun 2017,2017-06-28 04:33:00,NSL,cleared,,,0.0,,
442,[NSL] Train services on the #NSL have resumed. Free bus services are still available.,4:17 AM - 28 Jun 2017,2017-06-28 04:17:00,NSL,cleared,,,45.0,JUR,MSP
443,[NSL] UPDATE: Please add about 15 mins travel time on the #NSL. Train services between #JUR and #MSP are running both bounds.,3:32 AM - 28 Jun 2017,2017-06-28 03:32:00,NSL,update,JUR,MSP,0,None,None
444,[NSL] UPDATE: Train services along #NSL are progressively returning to normal. Please cater for additional 15 mins travel time.,2:46 AM - 28 Jun 2017,2017-06-28 02:46:00,NSL,cleared,,,0.0,,
445,[NSL] CLEARED: Free regular bus service between #ChoaChuKang and #JurongEast for both directions have ceased.,6:50 PM - 11 Jun 2017,2017-06-11 18:50:00,NSL,cleared,,,0.0,,
446,[NSL]UPDATE: Trains are progressively returning to normal speed between #ChoaChuKang and #JurongEast.,6:47 PM - 11 Jun 2017,2017-06-11 18:47:00,NSL,cleared,,,37.0,ChoaChuKang,JurongEast
447,[NSL] UPDATE: Free regular bus service is still available between #ChoaChuKang and #JurongEast stations for both directions.,6:35 PM - 11 Jun 2017,2017-06-11 18:35:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
448,[NSL]UPDATE: Pls expect 10mins travel time btw #ChoaChuKang & #JurongEast due to signalling system fault. Train service is still available.,6:34 PM - 11 Jun 2017,2017-06-11 18:34:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
449,[NSL] UPDATE: Free regular bus service is available between #ChoaChuKang and #JurongEast station.,6:13 PM - 11 Jun 2017,2017-06-11 18:13:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
450,"[NSL]: Due to signalling system fault, pls add 20mins travelling time btw #ChoaChuKang & #JurongEast. Train service is still available.",6:10 PM - 11 Jun 2017,2017-06-11 18:10:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
451,[NSL] UPDATE: Free regular bus & free bridging bus services between #ChoaChuKang and #Yishun have ceased.,5:41 AM - 2 Jun 2017,2017-06-02 05:41:00,NSL,cleared,,,0.0,,
452,[NSL] UPDATE: Train svcs have resumed. Free regular bus & free bridging bus services are still available between #ChoaChuKang and #Yishun.,5:27 AM - 2 Jun 2017,2017-06-02 05:27:00,NSL,cleared,,,14.0,ChoaChuKang,Yishun
453,[NSL] UPDATE: Free regular bus & free bridging bus services are still available between #ChoaChuKang and #Yishun.,5:13 AM - 2 Jun 2017,2017-06-02 05:13:00,NSL,update,ChoaChuKang,Yishun,0,None,None
454,[NSL] UPDATE:Fault cleared.Train svcs are progressively returning to normal. Pls expect 10mins additional travel time btw #Yishun & #YewTee.,4:56 AM - 2 Jun 2017,2017-06-02 04:56:00,NSL,cleared,,,171.0,MarinaSouthPier,JurongEast
455,"[NSL] UPDATE: Due to signalling fault, please add 30mins travel time between #Yishun and #YewTee both bounds.",4:43 AM - 2 Jun 2017,2017-06-02 04:43:00,NSL,update,Yishun,YewTee,0,None,None
456,[NSL] UPDATE: Free regular bus and free bridging bus services are still available between #ChoaChuKang and #Yishun.,4:24 AM - 2 Jun 2017,2017-06-02 04:24:00,NSL,update,ChoaChuKang,Yishun,0,None,None
457,"[NSL] UPDATE: Due to a signalling fault, trains btwn #Yishun & #YewTee are travelling at a slower speed. Pls seek alternative transport.",4:06 AM - 2 Jun 2017,2017-06-02 04:06:00,NSL,update,Yishun,YewTee,0,None,None
458,"[NSL] UPDATE: Due to signalling fault, pls add 30mins travel time btw #YewTee & #Yishun both bounds. Trains are travelling at slower speed.",3:53 AM - 2 Jun 2017,2017-06-02 03:53:00,NSL,update,YewTee,Yishun,0,None,None
459,"[NSL] Due to signalling fault btw #YewTee & #Yishun both bounds, pax are advised to take alt transport or other train lines. We are sorry.",3:17 AM - 2 Jun 2017,2017-06-02 03:17:00,NSL,update,YewTee,Yishun,0,None,None
460,[NSL] UPDATE: Free regular bus & free bridging bus services are available between #ChoaChuKang & #Yishun.,3:11 AM - 2 Jun 2017,2017-06-02 03:11:00,NSL,update,ChoaChuKang,Yishun,0,None,None
461,"[NSL]UPDATE:Due to signalling fault,pls add 30mins travel time between #YewTee & #Yishun both bounds.Trains are travelling at slower speed.",2:53 AM - 2 Jun 2017,2017-06-02 02:53:00,NSL,update,YewTee,Yishun,0,None,None
462,[NSL] UPDATE: Free regular bus & free bridging bus services are available between #ChoaChuKang and #Yishun.,2:17 AM - 2 Jun 2017,2017-06-02 02:17:00,NSL,update,ChoaChuKang,Yishun,0,None,None
463,"[NSL] Due to new signalling system checks, pls add 30mins travel time between #YewTee and #Yishun both bounds. We are sorry.",2:15 AM - 2 Jun 2017,2017-06-02 02:15:00,NSL,update,YewTee,Yishun,0,None,None
464,[NSL] UPDATE: Free regular bus & free bridging bus services are available between #YewTee and #Yishun.,2:09 AM - 2 Jun 2017,2017-06-02 02:09:00,NSL,update,YewTee,Yishun,0,None,None
465,"[NSL] Due to new signalling system checks, pls add 15mins travel time between #MarinaSouthPier & #JurongEast both bounds. We are sorry.",2:05 AM - 2 Jun 2017,2017-06-02 02:05:00,NSL,update,MarinaSouthPier,JurongEast,0,None,None
466,[NSL] UPDATE: Train services are returning to normal. Free regular bus services have ceased.,4:41 AM - 1 Jun 2017,2017-06-01 04:41:00,NSL,cleared,,,0.0,,
467,[NSL]UPDATE:Trains are progressively returning to normal speed.Pls expect 15mins additional travel time btwn #MarinaSouthPier & #JurongEast.,4:17 AM - 1 Jun 2017,2017-06-01 04:17:00,NSL,cleared,,,30.0,MarinaSouthPier,JurongEast
468,"[NSL] UPDATE: Free regular bus services are available between #JurongEast and #ChoaChuKang, also #CityHall and #AngMoKio.",3:59 AM - 1 Jun 2017,2017-06-01 03:59:00,NSL,update,JurongEast,ChoaChuKang,0,None,None
469,"[NSL] Due to new signalling system checks, pls add 20mins travel time between #MarinaSouthPier & #JurongEast both bounds. We are sorry.",3:47 AM - 1 Jun 2017,2017-06-01 03:47:00,NSL,update,MarinaSouthPier,JurongEast,0,None,None
470,[NSL] CLEARED: Train services between #ChoaChuKang & #JurongEast is running normally now. Free regular bus services have ceased.,3:28 AM - 29 May 2017,2017-05-29 03:28:00,NSL,cleared,,,0.0,,
471,"[NSL]UPDATE:Train signalling fault has cleared, trains are progressively returning to normal speed. Free bus service is still available.",3:19 AM - 29 May 2017,2017-05-29 03:19:00,NSL,cleared,,,15.0,ChoaChuKang,JurongEast
472,[NSL] UPDATE: Free regular bus service is available between #ChoaChuKang & #JurongEast.,3:05 AM - 29 May 2017,2017-05-29 03:05:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
473,"[NSL]: Due to a train signalling fault, pls add 20mins travelling time between #ChoaChuKang & #JurongEast.",3:04 AM - 29 May 2017,2017-05-29 03:04:00,NSL,update,ChoaChuKang,JurongEast,0,None,None
474,[NSL]Update: Free bus service between #MarinaBay & #MarinaSouthPier has ceased.,1:09 AM - 28 May 2017,2017-05-28 01:09:00,NSL,cleared,,,0.0,,
475,[NSL]Update: Train service between #MarinaBay & #MarinaSouthPier has resumed. Free regular bus service is still available between both stns.,1:00 AM - 28 May 2017,2017-05-28 01:00:00,NSL,cleared,,,64.00000000000001,Marinabay,MarinaSouthPier
476,"[NSL]Update: Due to a signalling fault, free regular bus service is available between #Marinabay & #MarinaSouthPier.",12:43 AM - 28 May 2017,2017-05-28 00:43:00,NSL,update,Marinabay,MarinaSouthPier,0,None,None
477,"[NSL]Update: Due to a signalling fault, free regular bus service is still available between #Marinabay & #MarinaSouthPier.",12:24 AM - 28 May 2017,2017-05-28 00:24:00,NSL,update,Marinabay,MarinaSouthPier,0,None,None
478,[NSL]UPDATE:Free regular bus service is available between #Marinabay & #MarinaSouthPier.,12:00 AM - 28 May 2017,2017-05-28 00:00:00,NSL,update,Marinabay,MarinaSouthPier,0,None,None
479,"[NSL]: Due to a signalling fault, there is no train service between #Marinabay & #MarinaSouthPier.",11:56 PM - 27 May 2017,2017-05-27 23:56:00,NSL,update,Marinabay,MarinaSouthPier,0,None,None
480,[NSL] CLEARED: Train services between #AngMoKio & #MarinaSouthPier have normalized. Free regular bus services have ceased.,5:11 PM - 3 May 2017,2017-05-03 17:11:00,NSL,cleared,,,0.0,,
481,"[NSL]UPDATE:Train signalling fault cleared, trains are progressively returning to normal speed. Free regular bus service still available.",5:02 PM - 3 May 2017,2017-05-03 17:02:00,NSL,cleared,,,17.000000000000004,AngMoKio,MarinaSouthPier
482,[NSL]UPDATE: Pls add 10min travel time from #AngMoKio to #MarinaSouthPier due to a train signalling fault. Train service is still available.,4:56 PM - 3 May 2017,2017-05-03 16:56:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
483,[NSL]UPDATE: Free regular bus service is available between #Newton and #MarinaSouthPier. Train service is still available.,4:49 PM - 3 May 2017,2017-05-03 16:49:00,NSL,update,Newton,MarinaSouthPier,0,None,None
484,"[NSL]: Due to a train signalling fault, pls add 25min travel time from #AngMoKio to #MarinaSouthPier. Train service is still available.",4:45 PM - 3 May 2017,2017-05-03 16:45:00,NSL,update,AngMoKio,MarinaSouthPier,0,None,None
485,[NSL] CLEARED: Train services between #Yishun & #Bishan have resumed. Free regular bus services have ceased.,3:15 PM - 20 Apr 2017,2017-04-20 15:15:00,NSL,cleared,,,0.0,,
486,[NSL] UPDATE: Train services between #Yishun & #Bishan have resumed. Free regular bus svc still available between Yishun & Bishan.,2:58 PM - 20 Apr 2017,2017-04-20 14:58:00,NSL,cleared,,,51.0,Yishun,Bishan
487,"[NSL] UPDATE: No train service between #Yishun & #Bishan,due to a train fault at #Khatib.Est resumption time extended to 06.00am.",2:54 PM - 20 Apr 2017,2017-04-20 14:54:00,NSL,update,Yishun,Bishan,0,None,None
488,"[NSL] UPDATE: No train service between #Yishun & #Bishan,due to a train fault at #Khatib.Est resumption time: 5:50am.",2:40 PM - 20 Apr 2017,2017-04-20 14:40:00,NSL,update,Yishun,Bishan,0,None,None
489,"[NSL]:No train svc between #Yishun & #Bishan,due to a train fault at #Khatib.Free regular bus svc is available between Yishun & Bishan.",2:07 PM - 20 Apr 2017,2017-04-20 14:07:00,NSL,update,Yishun,Bishan,0,None,None
490,[NSL] CLEARED: Train services from #Bishan to #Khatib towards #JurongEast have resumed.,9:41 PM - 17 Apr 2017,2017-04-17 21:41:00,NSL,cleared,,,322.0,Bishan,Khatib
491,"[NSL]UPDATE: Please add 5mins travel time from #Bishan to #Khatib, due to a track fault at #Khatib. Train svc is still available.",9:19 PM - 17 Apr 2017,2017-04-17 21:19:00,NSL,update,Bishan,Khatib,0,None,None
492,[NSL] UPDATE:  Pls cater 5 mins additional travel time from #Bishan to #Khatib.  We are working to recover service.,8:59 PM - 17 Apr 2017,2017-04-17 20:59:00,NSL,update,Bishan,Khatib,0,None,None
493,"[NSL]UPDATE:Pls add 5mins travel time from #Bishan to #Khatib,due to a track fault at #Khatib. Train svc is still available",8:38 PM - 17 Apr 2017,2017-04-17 20:38:00,NSL,update,Bishan,Khatib,0,None,None
494,[NSL] UPDATE: Pls cater 5 mins additional travel time from #Bishan to #Khatib. We are working  to recover service.,8:19 PM - 17 Apr 2017,2017-04-17 20:19:00,NSL,update,Bishan,Khatib,0,None,None
495,"[NSL]UPDATE: Pls add 5 mins travel time from #Bishan to #Khatib, due to a track fault at #Khatib. Train svc is still available.",8:00 PM - 17 Apr 2017,2017-04-17 20:00:00,NSL,update,Bishan,Khatib,0,None,None
496,[NSL] UPDATE: Pls cater 5 mins additional travel time from #Bishan to #Khatib. We are working to recover service.,7:38 PM - 17 Apr 2017,2017-04-17 19:38:00,NSL,update,Bishan,Khatib,0,None,None
497,[NSL] UPDATE: Pls cater 10mins additional travel time from #Bishan to #Khatib. We are working to recover service.,7:22 PM - 17 Apr 2017,2017-04-17 19:22:00,NSL,update,Bishan,Khatib,0,None,None
498,"[NSL]UPDATE: Pls add 20mins travel time from #Bishan to #Khatib, due to a track fault at #Khatib. Train svc is still available.",7:02 PM - 17 Apr 2017,2017-04-17 19:02:00,NSL,update,Bishan,Khatib,0,None,None
499,[NSL] UPDATE:  Pls cater 20 mins additional travel time from #Bishan to #Khatib. We are working to recover service.,6:42 PM - 17 Apr 2017,2017-04-17 18:42:00,NSL,update,Bishan,Khatib,0,None,None
500,"[NSL]UPDATE:Pls add 20mins travel time from #Bishan to #Khatib, due to a track fault at #Khatib. Train svc is still available",6:23 PM - 17 Apr 2017,2017-04-17 18:23:00,NSL,update,Bishan,Khatib,0,None,None
501,[NSL] UPDATE: Pls cater 20 mins additional travel time from #Bishan to #Khatib. We are working to recover service.,6:05 PM - 17 Apr 2017,2017-04-17 18:05:00,NSL,update,Bishan,Khatib,0,None,None
502,"[NSL]UPDATE:Pls add 20mins travel time from #Bishan to #Khatib, due to a track fault at #Khatib. Train svc is still available.",5:47 PM - 17 Apr 2017,2017-04-17 17:47:00,NSL,update,Bishan,Khatib,0,None,None
503,[NSL] UPDATE: Pls cater 15 mins additional travel time from #Bishan to #Khatib.  We are working to recover service.,5:39 PM - 17 Apr 2017,2017-04-17 17:39:00,NSL,update,Bishan,Khatib,0,None,None
504,"[NSL]UPDATE:Pls add 15mins travel time from #Bishan to #Khatib,due to a track fault at #Khatib. Train svc is still available",5:20 PM - 17 Apr 2017,2017-04-17 17:20:00,NSL,update,Bishan,Khatib,0,None,None
505,[NSL] UPDATE: Pls cater 15 mins additional travel time from #Bishan to #Khatib. We are working to recover service.,5:01 PM - 17 Apr 2017,2017-04-17 17:01:00,NSL,update,Bishan,Khatib,0,None,None
506,"[NSL]UPDATE:Pls add 15mins travel time from #Bishan to #Khatib, due to a track fault at #Khatib. Train svc is still available.",4:42 PM - 17 Apr 2017,2017-04-17 16:42:00,NSL,update,Bishan,Khatib,0,None,None
507,"[NSL]UPDATE:Pls add 10mins travel time from #Bishan to #Khatib, due to a track fault at #Khatib. Train svc is still available.",4:39 PM - 17 Apr 2017,2017-04-17 16:39:00,NSL,update,Bishan,Khatib,0,None,None
508,"[NSL]: Due to a track fault, pls add 10mins travel time from #Bishan to #Khatib towards #JurongEast. Train service is still available.",4:19 PM - 17 Apr 2017,2017-04-17 16:19:00,NSL,update,Bishan,Khatib,0,None,None
509,[NSL] CLEARED: Train services from #Yishun towards #Bishan have resumed. Free regular bus services have ceased.,9:37 PM - 2 Apr 2017,2017-04-02 21:37:00,NSL,cleared,,,0.0,,
510,"[NSL]UPDATE:Fault cleared, trains are progressively returning to normal speed.",9:33 PM - 2 Apr 2017,2017-04-02 21:33:00,NSL,cleared,,,20.0,Yishun,Bishan
511,[NSL] UPDATE: Free regular bus services are available from #Yishun towards #Bishan.,9:17 PM - 2 Apr 2017,2017-04-02 21:17:00,NSL,update,Yishun,Bishan,0,None,None
512,"[NSL]: Due to a train fault, pls add 30mins travel time from #Yishun to #Bishan towards #MarinaSouthPier. Train service is still available.",9:13 PM - 2 Apr 2017,2017-04-02 21:13:00,NSL,update,Yishun,Bishan,0,None,None
513,"[NSL]UPDATE:Fault cleared, trains are progressively returning to normal speed.",4:25 PM - 30 Mar 2017,2017-03-30 16:25:00,NSL,cleared,,,13.0,JurongEast,ChoaChuKang
514,"[NSL]: Due to a train fault, pls add 10mins travel time from #JurongEast to #ChoaChuKang towards #MarinaSouthPier.",4:12 PM - 30 Mar 2017,2017-03-30 16:12:00,NSL,update,JurongEast,ChoaChuKang,0,None,None
